TruthFinder	aa	0,00670000	14,8300	14,9400	0,100000	1,92941e+07	15,2200	14,8000	14,9300	18,4700	9,92000	1,06418e+09	17,0400	1,58900e+10	0,00800000	0,120000	0,850000
TruthFinder	aan	0,00780000	25,3000	25,5700	0,200000	583391	25,8500	25,2300	25,5000	29,3400	13,0000	8,00102e+07	16,4300	2,00000e+09	0,00200000	0,0500000	1,54000
TruthFinder	aapl	0,00200000	391,820	391,620	0,770000	2,10088e+07	396,990	388,130	392,590	404,500	235,560	9,27091e+08	15,5000	3,63970e+11	0,00000	0,00000	25,2600
TruthFinder	abat	0,0303000	1,28000	1,34000	0,0400000	2,62642e+06	1,36000	1,20000	1,32000	4,35000	0,790000	7,66192e+07	2,31000	1,01140e+08	0,00000	0,00000	0,570000
TruthFinder	abax	0,00760000	27,7300	27,5900	0,210000	186530	29,0600	27,4900	27,5200	31,6900	17,7600	2,27460e+07	43,0000	6,25970e+08	0,00000	0,00000	0,640000
TruthFinder	abbc	0,0145000	9,79000	9,64000	0,140000	52469,0	9,89000	9,55600	9,65000	13,2300	9,04000	2,02346e+07	25,1000	1,98000e+08	0,0249000	0,240000	0,390000
TruthFinder	abcb	0,00300000	10,0800	10,0600	0,0300000	51216,0	10,1600	10,0100	10,0500	11,2000	7,75000	2,37660e+07	126,000	2,39600e+08	0,00000	0,0500000	0,0500000
TruthFinder	abg	0,0383000	21,4000	20,6700	0,790000	601484	21,9800	20,5700	20,6100	21,8200	11,5900	3,28744e+07	13,5900	7,03500e+08	0,00000	0,00000	1,52000
TruthFinder	abii	0,00682000	78,2500	84,0000	0,580000	6,00000	84,4700	83,1500	85,0500	106,290	80,2200	4,04656e+07	0,00000	3,16644e+09	0,00000	0,00000	1,87000
TruthFinder	abmd	0,0274000	16,5100	16,0400	0,440000	194478	16,5700	15,9500	16,0700	19,1900	8,63000	3,85098e+07	0,00000	6,35800e+08	0,00000	0,00000	0,320000
TruthFinder	acas	0,0134000	9,85000	9,69000	0,130000	4,88693e+06	9,91000	9,63000	9,72000	10,8500	4,79000	3,52666e+08	2,70000	3,47000e+09	0,00000	1,07000	3,56000
TruthFinder	acet	0,00660000	6,12000	6,09000	0,0400000	69173,0	6,20000	6,03000	6,08000	9,47000	5,31000	2,66196e+07	16,5400	1,62910e+08	0,0329000	0,200000	0,370000
TruthFinder	aco	0,00290000	30,6100	30,5800	0,0900000	156575	31,1200	30,4300	30,5200	42,7200	24,1600	3,14794e+07	28,8000	9,63600e+08	0,0236000	0,720000	1,06000
TruthFinder	acom	0,0304000	40,1800	41,4400	1,26000	1,51462e+06	41,6300	39,9500	41,4400	45,7900	18,1500	3,83300e+07	46,7200	1,91000e+09	0,00000	0,00000	0,850000
TruthFinder	actg	0,0214000	43,4600	42,7100	0,910000	318830	43,5400	42,3800	42,5500	45,6200	12,8700	4,27714e+07	54,4100	1,86000e+09	0,00000	0,00000	0,630000
TruthFinder	actl	0,00000	20,9500	20,8800	0,00000	0,00000	20,9500	20,9500	20,9500	21,3100	13,2600	2,62469e+07	58,1900	5,49873e+08	0,00000	0,00000	0,360000
TruthFinder	actu	0,00000	5,00000	6,11000	0,00000	0,00000	6,17000	6,02000	5,00000	6,07000	3,89000	4,44331e+07	27,8000	2,81100e+08	0,00000	0,00000	0,150000
TruthFinder	acv	0,00000	37,4900	37,5000	0,00000	0,00000	37,4900	37,4900	37,4900	37,9300	27,9500	1,03227e+08	22,0500	3,87000e+09	0,0120000	0,0900000	1,70000
TruthFinder	adbe	0,0168000	28,0200	28,4300	0,480000	9,15396e+06	28,6600	28,0000	28,5000	35,9900	25,4500	4,93867e+08	15,2700	1,40800e+10	0,00000	0,00000	1,87000
TruthFinder	adct	0,00000	12,7400	1783,32	0,00000	0,00000	12,7600	12,7400	0,00000	1783,32	1783,32	9,71559e+07	16,3300	1,23777e+09	0,00000	0,00000	0,780000
TruthFinder	adp	0,0116000	51,7700	52,0800	0,605000	2,47851e+06	52,3800	51,4600	52,3800	55,1200	38,4100	4,99705e+08	21,1300	2,61700e+10	0,0275000	1,44000	2,45000
TruthFinder	adpi	0,0105000	11,6000	11,5300	0,120000	40535,0	11,6500	11,4400	11,4800	13,8600	10,0500	1,54273e+07	15,6800	1,79000e+08	0,00000	0,00000	0,740000
TruthFinder	adpt	0,0169000	3,00000	2,95000	0,0500000	119229	3,00000	2,91000	2,95000	3,08000	2,68300	1,08832e+08	0,00000	3,26500e+08	0,00000	0,00000	0,140000
TruthFinder	adsk	0,0160000	34,3400	34,9100	0,560000	3,07930e+06	35,1100	34,2900	34,9000	46,1500	26,6300	2,30954e+08	33,3400	8,06000e+09	0,00000	0,00000	1,03000
TruthFinder	adtn	0,00570000	33,7800	33,7000	0,190000	1,12123e+06	34,6600	33,2400	33,5900	47,7000	28,5100	6,46701e+07	15,8600	2,17000e+09	0,0107000	0,360000	2,13000
TruthFinder	aec	0,00660000	17,9600	18,1600	0,120000	245037	18,3500	17,9200	18,0800	18,8500	12,8000	4,14532e+07	0,00000	7,44500e+08	0,0376000	0,680000	0,300000
TruthFinder	aeis	0,00550000	10,8800	10,9900	0,0600000	605776	11,1000	10,8100	10,9400	18,5300	10,7700	4,35569e+07	5,70000	4,73900e+08	0,00000	0,00000	1,91000
TruthFinder	aet	0,00650000	41,9900	41,6500	0,270000	9,14537e+06	43,3400	41,5100	41,7200	46,0100	26,4200	3,79500e+08	9,50000	1,58300e+10	0,0144000	0,600000	4,40000
TruthFinder	afce	0,0192000	15,3700	15,1400	0,290000	74575,0	15,4700	15,0400	15,0800	17,5700	8,92000	2,47604e+07	16,1800	3,80600e+08	0,00000	12,0000	0,950000
TruthFinder	agam	0,00000	21,2000	1,50000	0,00000	0,00000	21,2000	21,2000	21,2000	21,2000	13,1500	5,02734e+07	9,01000	1,00000e+09	0,00000	0,00000	0,330000
TruthFinder	agco	0,0642000	46,3500	50,2100	3,18000	3,38934e+06	50,5900	46,1100	49,5300	59,8100	32,3600	9,48070e+07	15,4500	4,39000e+09	0,00000	0,00000	3,00000
TruthFinder	agx	0,0187000	10,3600	10,3500	0,190000	5056,00	10,5000	10,1000	10,1700	11,9600	7,40000	1,36020e+07	22,0600	1,40900e+08	0,00000	0,00000	0,460000
TruthFinder	agys	0,0174000	9,35000	9,23000	0,160000	194437	9,56000	9,07000	9,19000	10,0000	4,25000	2,29931e+07	0,00000	2,15000e+08	0,00000	0,0300000	2,44000
TruthFinder	ahc	0,0345000	6,71000	6,91000	0,240000	42978,0	6,91000	6,64000	6,95000	9,33000	6,27000	1,91181e+07	0,00000	1,44330e+08	0,0345000	0,240000	5,77000
TruthFinder	aht	0,00440000	11,2800	11,3800	0,0500000	504099	11,4100	11,0500	11,3300	14,3200	7,80000	6,09571e+07	7,38000	6,87600e+08	0,0353000	0,400000	0,920000
TruthFinder	aig	0,00550000	28,9400	29,0600	0,160000	7,36957e+06	29,4500	28,8700	29,1000	62,8700	27,0500	1,79675e+09	2,74000	5,20000e+10	0,00000	4,40000	10,5500
TruthFinder	airm	0,00760000	71,7900	72,5400	0,550000	97041,0	72,9900	71,5200	72,3400	77,2200	30,8100	1,26562e+07	18,1300	9,08600e+08	0,00000	0,00000	3,96000
TruthFinder	ajg	0,00350000	28,1200	28,4800	0,100000	894155	28,5700	28,0500	28,2200	31,9200	24,3000	1,10263e+08	19,8000	3,10000e+09	0,0468000	1,32000	1,46000
TruthFinder	akam	0,191300	23,8400	24,5200	5,64000	2,78008e+07	25,1400	23,6400	29,4800	54,6500	28,6900	1,86707e+08	31,2000	5,50000e+09	0,00000	0,00000	0,950000
TruthFinder	alb	0,00790000	67,4200	67,9400	0,540000	1,07805e+06	68,4000	67,3000	67,9600	71,7900	38,7500	9,16920e+07	15,6100	6,23000e+09	0,00970000	0,660000	4,32000
TruthFinder	alc	0,00580000	15,3300	15,4600	0,0900000	26394,0	15,6000	15,1900	15,4200	19,6100	15,2800	1,99993e+07	19,9100	3,46720e+08	0,0259000	0,100000	0,770000
TruthFinder	ale	0,00760000	40,6500	40,9600	0,310000	139197	40,9700	40,5500	40,9600	42,1000	34,6200	3,59106e+07	15,7600	1,47000e+09	0,0435000	1,78000	2,58000
TruthFinder	alex	0,00440000	48,1200	48,0400	0,210000	114806	49,0000	47,9000	47,9100	55,5000	31,9100	4,15915e+07	34,8700	2,00000e+09	0,0263000	1,26000	1,92000
TruthFinder	alnc	0,0300000	32,2300	31,4200	0,940000	5605,00	32,2300	31,3400	31,2900	33,8900	27,3100	4,74549e+06	12,0300	1,52900e+08	0,0384000	1,20000	2,68000
TruthFinder	alth	0,00790000	1,88000	1,90000	0,0150000	995201	1,92000	1,85000	1,89500	5,32000	1,73000	1,05614e+08	0,00000	1,98550e+08	0,00000	0,00000	0,680000
TruthFinder	altr	0,00740000	40,6300	40,2400	0,300000	4,61242e+06	41,3500	39,9500	40,3300	49,5900	24,4800	3,24001e+08	14,8000	1,30000e+10	0,00790000	0,0800000	2,74000
TruthFinder	alxa	0,0255000	1,53000	1,56000	0,0400000	602056	1,60000	1,48000	1,57000	3,64000	0,860000	7,21118e+07	25,7400	1,10300e+08	0,00000	0,00000	0,0600000
TruthFinder	alxn	0,00000	56,4900	56,5000	0,00000	1,28452e+06	57,5700	56,2700	56,4900	59,0700	43,7800	1,83835e+08	92,6000	1,03800e+10	0,00000	0,00000	0,610000
TruthFinder	aly	0,0133300	6,55000	0,176900	0,00250000	2535,00	0,185000	0,176900	0,187500	0,260000	0,120000	7,27763e+08	16,2000	4,80945e+08	0,00000	0,00000	0,410000
TruthFinder	amat	0,0127000	12,4800	12,6100	0,160000	1,57317e+07	12,7100	12,3700	12,6400	16,9300	10,2700	1,31825e+09	10,5000	1,66600e+10	0,0253000	0,320000	1,19000
TruthFinder	amg	0,00770000	103,860	103,070	0,790000	636411	106,140	102,770	103,070	113,000	63,3200	5,20532e+07	32,8700	5,41000e+09	0,00000	0,00000	3,16000
TruthFinder	amgn	0,00690000	53,4300	53,6400	0,370000	6,50834e+06	54,6500	53,3300	53,8000	61,5300	50,2600	9,29730e+08	11,1100	5,00200e+10	0,00000	0,00000	4,81000
TruthFinder	amn	0,00190000	85,1300	84,9700	0,160000	224673	85,1700	84,8100	84,9700	86,0300	55,4200	9,06913e+06	24,3000	7,72000e+08	0,0141000	1,20000	3,60000
TruthFinder	amp	0,0429000	53,7800	53,9700	2,21000	4,17848e+06	55,1600	52,9000	51,5700	65,1200	38,1700	2,42285e+08	12,4800	1,30300e+10	0,0178000	0,920000	4,32000
TruthFinder	amph	0,00000	32,4700	32,4700	0,00000	0,00000	32,4700	32,4700	32,4700	32,5500	25,1600	6,82748e+06	9,41000	2,21688e+08	0,00120000	0,300000	3,45000
TruthFinder	amsg	0,00820000	25,5500	25,8800	0,210000	103014	26,1100	25,5000	25,7600	28,0000	16,3500	3,12607e+07	16,2200	7,98700e+08	0,00000	0,00000	1,63000
TruthFinder	amt	0,0269000	52,6000	51,2500	1,38000	3,66519e+06	53,6200	51,1000	51,2200	56,8400	44,2700	3,96631e+08	57,1700	2,03200e+10	0,00000	0,00000	0,920000
TruthFinder	amzn	0,00620000	223,900	223,270	1,38200	5,30797e+06	225,950	220,230	222,520	227,200	114,510	4,52043e+08	96,9300	1,00590e+11	0,00000	0,00000	2,31000
TruthFinder	anf	0,00410000	73,3000	73,8800	0,300000	1,90139e+06	75,4600	73,1000	73,6000	78,2500	33,9700	8,76674e+07	35,2000	6,45000e+09	0,00950000	0,700000	2,08000
TruthFinder	ango	0,0279000	14,0200	13,6900	0,380000	125870	14,0700	13,5000	13,6400	17,7300	12,9100	2,49758e+07	42,4800	3,50300e+08	0,00000	0,00000	0,330000
TruthFinder	anr	0,0119000	43,1200	43,5200	0,520000	5,38330e+06	44,2300	42,9100	43,6400	68,0500	34,5300	1,20867e+08	39,5600	5,20000e+09	0,00000	0,00000	1,09000
TruthFinder	anth	0,0596000	8,00000	7,59000	0,450000	42534,0	8,16500	7,59000	7,55000	9,08000	2,82000	3,29743e+07	0,00000	2,99290e+08	0,00000	0,00000	1,68000
TruthFinder	anv	0,00210000	38,3500	38,1100	0,0800000	488003	38,7900	37,6300	38,4300	43,4900	15,5100	8,92159e+07	103,650	3,42000e+09	0,00000	0,00000	0,370000
TruthFinder	aoi	0,0152000	3,33000	3,28000	0,0500000	252641	3,45000	3,22000	3,28000	4,83000	2,93000	8,70834e+07	0,00000	2,90000e+08	0,00000	0,0300000	0,810000
TruthFinder	aon	0,00780000	49,3900	49,8500	0,540000	1,78162e+06	50,1400	49,2200	49,9300	54,5800	35,9600	3,30541e+08	19,5200	1,65000e+10	0,0120000	0,600000	2,52000
TruthFinder	apac	0,00120000	8,45000	8,46000	0,0100000	903380	8,47000	8,44000	8,44000	8,52000	4,61000	5,12184e+07	19,6500	4,32800e+08	0,00000	0,00000	0,430000
TruthFinder	apd	0,00910000	89,0600	89,9400	0,820000	946343	90,6800	88,9800	89,8800	98,0000	71,7500	2,11897e+08	16,7000	1,90500e+10	0,0258000	2,32000	5,33000
TruthFinder	apkt	0,00120000	58,4400	58,2600	0,0700000	2,79545e+06	59,5000	57,2500	58,5100	84,5000	26,0000	6,65142e+07	77,9200	3,89000e+09	0,00000	0,00000	0,750000
TruthFinder	apol	0,0320000	50,8400	51,8000	1,68000	2,15653e+06	52,0800	50,7200	52,5200	54,2300	33,7500	1,37281e+08	16,9500	7,00000e+09	0,00000	0,00000	2,97000
TruthFinder	apsg	0,00000	38,0100	13,5200	0,00000	0,00000	38,0100	38,0100	38,0100	38,0100	18,5200	1,38256e+07	38,7900	5,26000e+08	0,0280000	0,500000	0,980000
TruthFinder	aray	0,0224000	6,99000	7,06000	0,160000	2,86361e+06	7,12000	6,70000	7,15000	11,1600	5,85000	6,01552e+07	116,500	4,30000e+08	0,00000	0,00000	0,0600000
TruthFinder	arb	0,0211000	39,8600	40,6400	0,860000	117834	40,9200	39,8100	40,7200	44,9500	23,7100	2,71339e+07	21,5500	1,10000e+09	0,00980000	0,400000	1,85000
